course_code,soft_prereq,catalog_prereq_raw,soft_prereq_major_restriction,soft_prereq_instructor_consent,soft_prereq_admitted_program,soft_prereq_college_restriction,soft_prereq_program_progress_requirement,soft_prereq_standing_requirement,soft_prereq_placement_required,soft_prereq_minimum_grade,soft_prereq_minimum_gpa,soft_prereq_may_be_concurrent,soft_prereq_other_requirements,soft_prereq_complex_hard_prereq,notes
POSC 6731,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6801,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6931,,,,,,,,,,,,,,,
POSC 6954,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6956,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6958,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6960,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6986,instructor_consent;other_requirements,Cons. of dir. of graduate studies; degree status in the POSC or INAF program; and at least one related course. Consent required.,,Cons. of dir. of graduate studies; Consent required,,,,,,,,,degree status in the POSC or INAF program; and at least one related course,,Cons. of dir. of graduate studies; degree status in the POSC or INAF program; and at least one related course. Consent required.
POSC 6995,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 6998,,,,,,,,,,,,,,,
POSC 6999,instructor_consent,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required.",,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser; Consent required",,,,,,,,,,,"Cons. of dept. ch., cons. of graduate prog. dir., or cons. of adviser. Consent required."
POSC 9970,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9974,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9975,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9976,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9977,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9978,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9979,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9984,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9985,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9986,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9991,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9992,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9993,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9994,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9995,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
POSC 9996,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
PROS 6000,,,,,,,,,,,,,,,
PROS 6201,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6202,admitted_program,"PROS 6201, and admitted to Prosthodontics program.",,,"PROS 6201, and admitted to Prosthodontics program",,,,,,,,,,"PROS 6201, and admitted to Prosthodontics program."
PROS 6203,admitted_program,"PROS 6202, and admitted to Prosthodontics program.",,,"PROS 6202, and admitted to Prosthodontics program",,,,,,,,,,"PROS 6202, and admitted to Prosthodontics program."
PROS 6204,admitted_program,"PROS 6203, and admitted to Prosthodontics program.",,,"PROS 6203, and admitted to Prosthodontics program",,,,,,,,,,"PROS 6203, and admitted to Prosthodontics program."
PROS 6205,admitted_program,"PROS 6204, and admitted to Prosthodontics program.",,,"PROS 6204, and admitted to Prosthodontics program",,,,,,,,,,"PROS 6204, and admitted to Prosthodontics program."
PROS 6206,admitted_program,"PROS 6205, and admitted to Prosthodontics program.",,,"PROS 6205, and admitted to Prosthodontics program",,,,,,,,,,"PROS 6205, and admitted to Prosthodontics program."
PROS 6400,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6953,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6954,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6955,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6956,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6957,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6958,admitted_program,Admitted to Prosthodontics program.,,,Admitted to Prosthodontics program,,,,,,,,,,Admitted to Prosthodontics program.
PROS 6960,,,,,,,,,,,,,,,
PSYC 1001,,,,,,,,,,,,,,,
PSYC 1700,other_requirements,"PSYC 1001 or equiv.; MATH 1700, recommended to be taken concurrently.",,,,,,,,,,"MATH 1700, recommended to be taken concurrently",PSYC 1001 or equiv,,
PSYC 1700H,admitted_program;may_be_concurrent,"Admission to Marquette University Honors program; and MATH 1700H, which must be taken concurrently.",,,Admission to Marquette University Honors program,,,,,,,"and MATH 1700H, which must be taken concurrently",,,"Admission to Marquette University Honors program; and MATH 1700H, which must be taken concurrently."
PSYC 2001,,,,,,,,,,,,,,,
PSYC 2001H,admitted_program;other_requirements,PSYC 1001 or equiv.; three years of high school mathematics or MATH 1100 or equiv.; admission to University Honors Program.,,,admission to University Honors Program,,,,,,,,PSYC 1001 or equiv; three years of high school mathematics or MATH 1100 or equiv,,PSYC 1001 or equiv.; three years of high school mathematics or MATH 1100 or equiv.; admission to University Honors Program.
PSYC 2050,,PSYC 1001; and MATH 1700 and PSYC 1700.,,,,,,,,,,,,,
PSYC 2050H,complex_hard_prereq,PSYC 1001; MATH 1700H (or MATH 1700) and PSYC 1700H (or PSYC 1700); or PSYC 2001H.,,,,,,,,,,,,PSYC 1001; MATH 1700H (or MATH 1700) and PSYC 1700H (or PSYC 1700); or PSYC 2001H.,PSYC 1001; MATH 1700H (or MATH 1700) and PSYC 1700H (or PSYC 1700); or PSYC 2001H.
PSYC 2101,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3101,other_requirements;complex_hard_prereq,PSYC 1001 or EDUC 1001; or equiv.,,,,,,,,,,,or equiv,PSYC 1001 or EDUC 1001; or equiv.,PSYC 1001 or EDUC 1001; or equiv.
PSYC 3120,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3201,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3210,,PSYC 2050 or PSYC 2050H; and PSYC 3201.,,,,,,,,,,,,,
PSYC 3220,major_restriction,"PSYC 1001 or equiv., or INGS major or minor.","PSYC 1001 or equiv., or INGS major or minor",,,,,,,,,,,,"PSYC 1001 or equiv., or INGS major or minor."
PSYC 3240,,PSYC 1001 and PSYC 3201.,,,,,,,,,,,,,
PSYC 3301,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3320,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3401,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3410,,PSYC 3101.,,,,,,,,,,,,,
PSYC 3430,other_requirements;complex_hard_prereq,"PSYC 2050 or PSYC 2050H; or PSYC 3601, or equiv., or Mental Health Applications minor.",,,,,,,,,,,"or PSYC 3601, or equiv., or Mental Health Applications minor","PSYC 2050 or PSYC 2050H; or PSYC 3601, or equiv., or Mental Health Applications minor.","PSYC 2050 or PSYC 2050H; or PSYC 3601, or equiv., or Mental Health Applications minor."
PSYC 3440,,PSYC 2050 or PSYC 2050H or Mental Health Applications minor.,,,,,,,,,,,,,
PSYC 3501,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3550,,"MATH 1700 and PSYC 1700, and PSYC 3201.",,,,,,,,,,,,,
PSYC 3560,,PSYC 1001.,,,,,,,,,,,,,
PSYC 3601,,PSYC 1001.,,,,,,,,,,,,,
PSYC 3610,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3650,major_restriction,PSYC 1001; and PSYC 3601 or INCG major or NRSC minor.,and PSYC 3601 or INCG major or NRSC minor,,,,,,,,,,,,PSYC 1001; and PSYC 3601 or INCG major or NRSC minor.
PSYC 3830,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 3840,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4135,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4210,instructor_consent,PSYC 1001; MATH 1700 and PSYC 1700; or cons. dept.,,or cons. dept,,,,,,,,,,,PSYC 1001; MATH 1700 and PSYC 1700; or cons. dept.
PSYC 4230,instructor_consent;other_requirements,PSYC 1001 or equiv.; or cons. of dept.,,or cons. of dept,,,,,,,,,PSYC 1001 or equiv,,PSYC 1001 or equiv.; or cons. of dept.
PSYC 4320,,PSYC 3320 or PSYC 3601.,,,,,,,,,,,,,
PSYC 4330,instructor_consent;other_requirements;complex_hard_prereq,PSYC 1001; or engineering major; or cons. of instr.,,or cons. of instr,,,,,,,,,or engineering major,PSYC 1001; or engineering major; or cons. of instr.,PSYC 1001; or engineering major; or cons. of instr.
PSYC 4350,other_requirements,PSYC 1001 or equiv.,,,,,,,,,,,PSYC 1001 or equiv,,
PSYC 4420,instructor_consent,PSYC 2050 or PSYC 2050H; PSYC 3601 or Mental Health Applications minor; or cons. of dept.,,or cons. of dept,,,,,,,,,,,PSYC 2050 or PSYC 2050H; PSYC 3601 or Mental Health Applications minor; or cons. of dept.
PSYC 4701,standing_requirement,PSYC 3401 or PSYC 3410; and Jr. or Sr. stndg.,,,,,,and Jr. or Sr. stndg,,,,,,,PSYC 3401 or PSYC 3410; and Jr. or Sr. stndg.
PSYC 4720,major_restriction;other_requirements;complex_hard_prereq,PSYC 2050 or PSYC 2050H; or INGS major or minor; or Mental Health Applications minor.,or INGS major or minor,,,,,,,,,,or Mental Health Applications minor,PSYC 2050 or PSYC 2050H; or INGS major or minor; or Mental Health Applications minor.,PSYC 2050 or PSYC 2050H; or INGS major or minor; or Mental Health Applications minor.
PSYC 4730,,PSYC 3401 or PSYC 3410.,,,,,,,,,,,,,
PSYC 4740,instructor_consent,cons. of instr. Consent required.,,cons. of instr; Consent required,,,,,,,,,,,cons. of instr. Consent required.
PSYC 4800,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4801,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4820,instructor_consent,PSYC 1001. Consent required.,,Consent required,,,,,,,,,,,PSYC 1001. Consent required.
PSYC 4870,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4880,,PSYC 1001.,,,,,,,,,,,,,
PSYC 4931,instructor_consent,Cons. of instr. varies by topic.,,Cons. of instr. varies by topic,,,,,,,,,,,Cons. of instr. varies by topic.
PSYC 4954H,admitted_program,Admission to Psychology Disciplinary Honors Program.,,,Admission to Psychology Disciplinary Honors Program,,,,,,,,,,Admission to Psychology Disciplinary Honors Program.
PSYC 4956,instructor_consent,Cons. of instr.,,Cons. of instr,,,,,,,,,,,Cons. of instr.
PSYC 4956H,admitted_program;instructor_consent,Cons. of instr.; admission to Psychology Disciplinary Honors Program. Consent required.,,Cons. of instr; Consent required,admission to Psychology Disciplinary Honors Program,,,,,,,,,,Cons. of instr.; admission to Psychology Disciplinary Honors Program. Consent required.
PSYC 4960,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
PSYC 4963,instructor_consent;standing_requirement;minimum_gpa,Jr. or Sr. stndg.; 3.350 Psychology GPA. Consent required.,,Consent required,,,,Jr. or Sr. stndg,,,3.350 Psychology GPA,,,,Jr. or Sr. stndg.; 3.350 Psychology GPA. Consent required.
PSYC 4964,instructor_consent;standing_requirement,"Sr. stndg., psychology major, and cons. of dept. ch. Consent required.",,"Sr. stndg., psychology major, and cons. of dept. ch; Consent required",,,,"Sr. stndg., psychology major, and cons. of dept. ch",,,,,,,"Sr. stndg., psychology major, and cons. of dept. ch. Consent required."
PSYC 4995,instructor_consent,Cons. of instr. Consent required.,,Cons. of instr; Consent required,,,,,,,,,,,Cons. of instr. Consent required.
PSYC 4999,major_restriction;instructor_consent;standing_requirement;minimum_gpa,"PSYC major, PSYC 2050 or PSYC 2050H, Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology. Consent required.","PSYC major, PSYC 2050 or PSYC 2050H, Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology",Consent required,,,,"PSYC major, PSYC 2050 or PSYC 2050H, Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology",,,"PSYC major, PSYC 2050 or PSYC 2050H, Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology",,,,"PSYC major, PSYC 2050 or PSYC 2050H, Sr. stndg., 3.000 GPA, and GPA of at least 3.500 in Psychology. Consent required."
PSYC 5210,admitted_program;instructor_consent,"Enrolled in APDA program, or cons. of dept.",,"Enrolled in APDA program, or cons. of dept","Enrolled in APDA program, or cons. of dept",,,,,,,,,,"Enrolled in APDA program, or cons. of dept."
PSYC 5230,admitted_program;instructor_consent,"Enrolled in APDA-MS program, or cons. of dept.",,"Enrolled in APDA-MS program, or cons. of dept","Enrolled in APDA-MS program, or cons. of dept",,,,,,,,,,"Enrolled in APDA-MS program, or cons. of dept."
PSYC 5330,,,,,,,,,,,,,,,
PSYC 5350,,,,,,,,,,,,,,,
PSYC 5420,instructor_consent,Enrolled in the ADPA-MS or cons. of dept.,,Enrolled in the ADPA-MS or cons. of dept,,,,,,,,,,,Enrolled in the ADPA-MS or cons. of dept.
PSYC 5800,,,,,,,,,,,,,,,
PSYC 5820,,,,,,,,,,,,,,,
PSYC 6135,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 6201,admitted_program;instructor_consent,Enrolled in APDA-MS program. Consent required.,,Consent required,Enrolled in APDA-MS program,,,,,,,,,,Enrolled in APDA-MS program. Consent required.
PSYC 6211,admitted_program;instructor_consent;other_requirements,Enrolled in APDA-MS program; and introductory social psychology course. Consent required.,,Consent required,Enrolled in APDA-MS program,,,,,,,,and introductory social psychology course,,Enrolled in APDA-MS program; and introductory social psychology course. Consent required.
PSYC 6221,admitted_program;instructor_consent,Enrolled in APDA-MS program. Consent required.,,Consent required,Enrolled in APDA-MS program,,,,,,,,,,Enrolled in APDA-MS program. Consent required.
PSYC 6840,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept. Consent required.,,or cons. of dept; Consent required,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept. Consent required.
PSYC 6860,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 6870,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 6880,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 6953,admitted_program;instructor_consent,Enrolled in APDA-MS program. Consent required.,,Consent required,Enrolled in APDA-MS program,,,,,,,,,,Enrolled in APDA-MS program. Consent required.
PSYC 6956,admitted_program,Admitted to CLPS program.,,,Admitted to CLPS program,,,,,,,,,,Admitted to CLPS program.
PSYC 6968,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 6997,admitted_program;instructor_consent,Enrolled in APDA-MS program. Consent required.,,Consent required,Enrolled in APDA-MS program,,,,,,,,,,Enrolled in APDA-MS program. Consent required.
PSYC 6998,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
PSYC 6999,instructor_consent,Consent required.,,Consent required,,,,,,,,,,,Consent required.
PSYC 8098,admitted_program,Enrolled in the PSYC Ph.D. program.,,,Enrolled in the PSYC Ph.D. program,,,,,,,,,,Enrolled in the PSYC Ph.D. program.
PSYC 8101,admitted_program;instructor_consent,Admission to CLPS program; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,,,Admission to CLPS program; or cons. of dept.
PSYC 8102,admitted_program;instructor_consent,Admission to CLPS program and PSYC 8101; or cons. of dept.,,or cons. of dept,Admission to CLPS program and PSYC 8101,,,,,,,,,,Admission to CLPS program and PSYC 8101; or cons. of dept.
PSYC 8115,admitted_program;instructor_consent,Admission to behavior analysis specialization; or cons. of dept.,,or cons. of dept,Admission to behavior analysis specialization,,,,,,,,,,Admission to behavior analysis specialization; or cons. of dept.
PSYC 8125,admitted_program;instructor_consent;other_requirements,Admission to CLPS program; or PSYC 8101 or equiv.; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,or PSYC 8101 or equiv,,Admission to CLPS program; or PSYC 8101 or equiv.; or cons. of dept.
PSYC 8201,admitted_program;instructor_consent,Admission to CLPS program; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,,,Admission to CLPS program; or cons. of dept.
PSYC 8202,admitted_program;instructor_consent,Admission to CLPS program; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,,,Admission to CLPS program; or cons. of dept.
PSYC 8301,admitted_program;instructor_consent,Admission to CLPS program; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,,,Admission to CLPS program; or cons. of dept.
PSYC 8302,admitted_program;instructor_consent,Admission to CLPS program and PSYC 8301; or cons. of dept.,,or cons. of dept,Admission to CLPS program and PSYC 8301,,,,,,,,,,Admission to CLPS program and PSYC 8301; or cons. of dept.
PSYC 8321,admitted_program;instructor_consent,Admission to CLPS program; or cons. of dept.,,or cons. of dept,Admission to CLPS program,,,,,,,,,,Admission to CLPS program; or cons. of dept.
PSYC 8322,admitted_program;instructor_consent,Admission to CLPS program and PSYC 8321; or cons. of dept.,,or cons. of dept,Admission to CLPS program and PSYC 8321,,,,,,,,,,Admission to CLPS program and PSYC 8321; or cons. of dept.
PSYC 8332,admitted_program;instructor_consent,Admission to CLPS program and PSYC 8321; or cons. of dept.,,or cons. of dept,Admission to CLPS program and PSYC 8321,,,,,,,,,,Admission to CLPS program and PSYC 8321; or cons. of dept.
PSYC 8340,admitted_program;instructor_consent,Enrolled in the CLPS program and PSYC 8321; or cons. of dept.,,or cons. of dept,Enrolled in the CLPS program and PSYC 8321,,,,,,,,,,Enrolled in the CLPS program and PSYC 8321; or cons. of dept.
PSYC 8341,instructor_consent,Cons. of dept. Consent required.,,Cons. of dept; Consent required,,,,,,,,,,,Cons. of dept. Consent required.
